Date,condmax_BB,condmin_BB,condmean_BB,condmax_RIL,condmin_RIL,condmax_EPRC,condmin_EPRC,condmax_R,condmin_R,salmax_R,salmin_R,salmean_R,condmax_GP,condmin_GP,condmean_GP,condmax_4C,condmin_4C,condmean_4C,condmax_NBG,condmin_NBG,condmax_BBSI,condmin_BBSI,condmean_BBSI,condmax_BBB,condmin_BBB,condmean_BBB,condmax_WPR,condmin_WPR,condmax_PascR,condmax_PascR.1,condmean_PascR
5/21/2010,11400,7380,9350,30800,29400,6990,2610,7540,5820,4.2,3.1,3.5,25900,20900,23500,1450,936,1160,7510,4440,6050,4600,5400,463,387,422,1120,129,8690,4760,6730
5/22/2010,14400,6900,9490,30700,25800,3990,1470,6970,6320,3.8,3.4,3.6,25900,22400,24600,1090,792,923,6230,3730,6870,5320,6310,468,397,437,610,118,9590,3730,5500
5/23/2010,20400,9810,13300,30900,21000,4170,1060,6720,5920,3.7,3.2,3.5,25900,22800,24700,904,708,808,8060,4710,6710,4580,6000,547,440,480,638,152,18600,3840,5820
5/24/2010,22800,10100,17700,33000,11900,6140,1000,6370,4890,3.5,2.6,3.1,25600,20500,23500,851,710,764,8190,4250,6420,3510,5240,1230,523,690,876,277,28900,5780,13200
5/25/2010,24400,10300,17300,30700,13000,12600,1600,7750,4830,4.3,2.6,3.3,24400,22100,23300,804,656,699,7260,6040,7220,3840,6280,3640,768,1820,6270,321,32900,11600,20900
5/26/2010,24400,12000,18500,31800,24400,14300,3130,8490,6150,4.7,3.3,4,25400,20500,23500,932,629,792,6700,4200,7620,3590,6370,3670,924,2260,7420,287,31200,10600,20400
5/27/2010,25000,13500,20500,29100,9720,13700,2820,8120,5380,4.5,2.9,3.7,24300,17200,21800,814,613,717,7140,3470,7460,2360,5690,3380,839,2170,9280,240,32100,9320,20300
5/28/2010,25600,13500,20800,27600,12500,11800,3270,7310,4900,4,2.6,3.2,23400,16700,19800,850,678,740,7400,2530,6880,2120,4460,3520,887,2140,12800,266,33400,9340,21600
5/29/2010,26400,10400,21300,29500,15700,12700,3460,7650,4720,4.2,2.5,3.2,21800,16800,19300,836,647,704,7040,3360,6940,2080,4240,4120,954,2490,6060,296,37300,11400,23300
5/30/2010,25000,12300,19200,31700,24100,14100,3900,8160,5640,4.5,3,3.6,23700,16500,21000,994,626,783,7070,4300,6650,2960,4500,4100,647,2420,15200,378,30300,12300,22700
5/31/2010,23600,13200,17200,30000,20300,10700,3420,7440,5400,4.1,2.9,3.4,25000,19600,22800,1040,694,824,5370,3670,4080,2330,3240,3020,626,1550,5080,319,28100,10400,18600
6/1/2010,23600,12800,20200,29600,22200,9600,2600,6630,4460,3.6,2.4,2.9,24400,17900,21300,804,616,650,5190,2790,4200,2100,2960,1600,603,916,3130,252,29800,9260,17600
6/2/2010,24700,11000,18900,31200,21500,8550,2640,7410,4310,4.1,2.3,2.9,22900,17900,20800,675,554,647,4270,3240,2950,1910,2450,648,229,458,2800,310,30700,8890,15900
6/3/2010,23100,11600,14300,31800,23300,11800,2530,8760,5280,4.9,2.8,3.5,27100,18300,24300,843,592,697,5100,2580,2950,1910,2420,492,215,291,1880,527,17200,6560,11900
6/4/2010,14100,8168.8,10977.1,32100,16200,10700,2960,8750,6320,4.9,3.4,4.3,29600,20600,25300,703,499,596,5100,2580,3590,1850,2530,559,189,333,1710,240,18300,6010,9880
6/5/2010,10000,3810,7730,30700,13400,3450,1590,8040,5230,4.4,2.8,4,28500,20300,24400,751,515,635,4190,2030,3660,1570,2560,332,148,209,1500,171,16200,4530,8100
6/6/2010,19200,6510,11600,28400,15400,1760,766,6790,4470,3.7,2.4,2.7,22300,16300,19400,667,487,565,4020,1470,3530,1100,2310,340,107,187,1160,153,23400,4110,9410
6/7/2010,21300,4360,12600,24700,8970,4160,766,4990,4170,2.7,2.2,2.4,22200,15600,18000,632,547,583,7000,1610,6980,1220,2990,261,111,150,842,197,26100,4340,11500
6/8/2010,14800,4360,8010,27700,19000,11500,1240,5970,4280,3.2,2.3,2.7,28244,20180,24358,628,490,561,15600,3080,19900,3520,11600,175,118,141,2400,160,26500,10100,16800
6/9/2010,20200,8860,14300,25900,20600,13300,2040,6680,4840,3.6,2.6,3.1,26788,21542,24475,572,499,539,12800,3820,10400,3990,6570,500,130,258,4350,205,25500,10600,16600
6/10/2010,21400,8380,14900,26800,23100,14100,1920,7120,5380,3.9,2.9,3.4,26701,21600,24536,586,448,528,16100,4330,11100,3950,7010,1210,185,533,9420,227,25500,9080,17500
6/11/2010,20600,7780,15700,29600,23900,14900,2430,8110,6030,4.5,3.3,3.8,26567,21771,24555,651,557,593,17800,4790,9720,3880,7080,1720,247,832,18900,375,26400,8920,18800
6/12/2010,23100,8220,17600,29300,23500,14200,2940,7700,6030,4.2,3.3,3.8,26100,23900,25500,695,610,666,16400,5350,9750,3010,6730,1650,366,893,11000,465,25200,9160,17800
6/13/2010,21200,8640,18200,27900,17000,13600,3070,8030,5230,4.4,2.8,3.6,26200,23800,25300,689,633,651,14400,4570,7460,2130,5290,1740,398,960,9800,480,28400,10800,18700
6/14/2010,22800,10400,19000,25600,14900,12700,3350,7470,4870,4.1,2.6,3.3,26100,22600,25200,687,643,665,15600,3670,9130,1980,5450,2140,414,1220,13700,466,32300,12800,21900
6/15/2010,24000,9810,19200,26200,18700,12300,3890,8410,5270,4.7,2.8,3.6,26000,21900,24100,700,660,683,10535.9,4305.51,10200,2850,5520,2630,611,1490,17800,902,29200,14500,23000
6/16/2010,26100,9810,19900,26600,15200,11400,4810,7530,5790,4.1,3.1,3.7,26400,21700,24400,721,621,663,10265.9,4236.9,8790,3180,6080,2540,668,1470,12200,1560,31700,15600,23500
6/17/2010,26500,10100,19600,25000,16900,9820,4030,7310,4940,4,2.6,3.2,26400,21300,23500,681,544,599,12109.4,4309.55,18700,4440,12200,2320,821,1520,9830,3330,33000,15600,23800
6/18/2010,25400,14400,20200,25100,19900,5800,2740,6520,4860,3.6,2.6,2.9,23300,18100,21000,679,578,629,18835,7391.9,26300,9760,16600,2140,969,1530,9270,3880,25800,13600,19300
6/19/2010,27400,15500,21800,25900,20400,10300,2830,5450,4620,2.9,2.5,2.7,21300,17100,19000,721,603,639,24295,15707.2,30900,14900,21200,3470,1290,1970,9760,4020,31500,11400,19300
6/20/2010,28000,18200,22200,25800,22200,10900,3640,6210,4720,3.4,2.5,3,36500,19100,22100,607,455,512,22090,14778.5,27900,16300,19400,4420,1370,2670,9550,4730,33500,15600,23700
6/21/2010,28700,14800,21100,28400,19200,12400,3870,7320,5020,4,2.7,3.4,31500,20900,23400,539,489,508,16345,11253.8,19600,13500,17600,5640,1240,2770,13500,5600,29900,14800,21100
6/22/2010,28800,16600,20800,30900,28200,15400,5070,11900,5910,6.8,3.2,5.2,31300,24900,27400,550,461,502,16492,11734.1,19500,15500,17700,6110,1740,3690,22200,5630,32800,20100,26900
6/23/2010,24400,15800,20700,30600,28900,16500,6040,13100,9280,7.5,5.2,6.4,30200,23000,27800,554,460,500,16448,11239.2,19800,13500,17100,6550,1700,3910,28600,4890,33400,19000,27000
6/24/2010,26900,15304,21155,30500,27800,16300,6040,12600,8690,7.2,4.8,6.2,28200,23400,26300,612,527,570,16486,11370.7,18200,13000,15800,5750,1820,3850,23100,5160,32400,19700,26700
6/25/2010,27800,14700,23000,30600,27800,15000,5700,12500,8340,7.2,4.6,6,28000,22700,25900,572,498,534,16643,11150.3,17100,12100,14500,6650,2100,3920,21200,4790,31600,18700,25800
6/26/2010,27300,15900,23600,31100,27200,14800,5580,12400,6460,7.1,3.5,5.6,27300,22400,24900,586,532,557,16403.2,10296.8,15000,11400,13400,6610,2260,4170,19900,4580,30900,19400,25500
6/27/2010,28000,18100,24100,32200,28800,16100,5820,13600,7210,7.8,4,5.9,27100,22500,25200,584,498,542,16393.6,10425.8,15600,11400,13400,8140,2640,5190,21900,4790,31600,21600,26900
6/28/2010,25400,16900,22400,31100,28500,15600,7240,14400,10300,8.3,5.8,7,27000,22800,25400,589,519,558,12034.8,7040.6,13700,10500,12200,8720,3180,5490,23700,6700,32000,19600,27000
6/29/2010,24500,17800,21000,33000,30400,17500,7630,14900,10600,8.7,6,7,26000,22200,24900,640,492,545,12178.2,7251.9,14400,10200,12800,6560,1980,4200,26900,6310,32400,19600,27000
6/30/2010,24100,11200,19900,32600,29100,19300,7320,17500,12900,10,7.4,8.6,25700,23200,24700,835,581,694,12020,7250.6,14400,10500,13400,6320,696,2970,28600,8110,32600,21600,27700
7/1/2010,23782,11507,17275,30600,26400,13800,5070,16800,13300,9.9,7.6,8.6,26500,22700,24600,1530,806,1420,9627.5,5638.19,12000,7760,10600,1230,328,689,12900,6000,30600,17700,23700
7/2/2010,22640,8935.5,14243,31300,26400,9340,2720,13300,8490,7.6,4.7,6,25900,22700,24300,1290,1160,1230,8706.9,4327.86,8440,6620,7620,513,334,413,11200,5950,36100,15100,25700
7/3/2010,23829,10094.8,16158,35809,30209,16900,3020,15300,7820,8.9,4.3,6.5,28300,22600,25400,1220,727,992,10917.5,4829.93,13200,6400,10100,741,324,458,22300,6390,37500,24700,31800
7/4/2010,22984,9827.3,15767,32793,28553,16700,14900,17100,13500,10,7.8,8.5,29000,26000,27600,1420,747,1070,15699,10962,13400,12300,12900,982,322,574,26900,8470,33700,20300,27500
7/5/2010,22346,10742.4,16131,32640,28194,17900,6210,17500,13700,10,7.9,9.5,28700,24900,27000,1840,1170,1500,12076.7,7559.4,12600,9220,11000,1570,462,994,26900,10700,33200,17400,25200
7/6/2010,22543,11732.7,16603,32367,28707,17400,6340,17100,13400,10,7.7,8.6,27700,24400,26300,1740,1270,1460,10598,6715.3,11300,9890,10700,2690,648,1500,24900,12200,32100,19800,25900
7/7/2010,22907,11334,16631,34414,30157,17700,5390,17500,15200,10,8.9,9.5,27500,22900,25600,1780,1440,1630,11319,6590.5,12100,8310,10900,2820,214,1010,24300,6150,30500,15300,24200
7/8/2010,21581,9195.3,14624,31805,27125,14500,3570,15900,8570,9.3,4.8,7.4,25900,23200,24900,1780,1580,1650,9402,4807.35,9790,5080,8150,1840,208,744,17700,3260,29500,14200,21700
7/9/2010,21444,8890,15531,28558,22144,11100,3290,8570,7070,4.8,3.9,4.4,26100,20100,24400,1580,1340,1390,9403.5,4350.99,9880,2770,6170,1990,284,838,19800,2050,31200,14300,23100
7/10/2010,22164,10881,16949,28361,20859.5,10400,3660,7520,6330,4.1,3.4,3.7,24400,17500,21300,1340,770,953,8985.5,4004.15,6890,1660,4630,2970,327,1330,29200,2480,33400,14800,25700
7/11/2010,25731,12299.6,20093,29802,24246,8870,3470,7700,6650,4.2,3.6,3.9,22500,15300,19600,804,664,738,11095.8,4029.45,5840,1480,3920,3750,356,1540,29100,3150,33300,15000,26300
7/12/2010,26991,13077.7,21946,29469,23648,6220,3100,7610,6160,4.2,3.3,3.8,19000,11700,16100,725,624,684,11486.8,3710.5,4640,1310,3050,4640,489,2140,30700,3150,29300,14100,22900
7/13/2010,26453,13501.7,21599,29046,21888.2,4300,2690,7030,5770,3.9,3.1,3.4,17400,11000,13300,694,623,662,12348.8,3631.68,3080,1320,2090,5600,720,2840,26900,5140,31100,13200,19900
7/14/2010,27841,15063.5,22968,32769,26436,6000,2670,6640,5200,3.6,2.8,3.3,16200,10800,13100,822,630,696,3590,1050,3630,1250,2180,7000,1460,3870,20700,6010,37700,12800,21200
7/15/2010,29211,19541,25617,33839,26783,5550,2620,6490,5430,3.5,2.9,3.2,18900,11700,16200,745,592,642,4540,1530,6710,1830,3440,7480,2430,4920,13700,5890,42800,14000,27300
7/16/2010,27756,17814,23272,31830,25822,6120,2770,6230,5600,3.4,3,3.2,30600,11900,21100,7989.1,6631.8,7242.2,4670,2370,6090,3060,4800,6950,3620,5610,13100,5010,30300,10600,17300
7/17/2010,28784,21848,25775,32949,27621,8720,4280,7270,5740,4,3.1,3.6,36800,17000,25300,7858.3,6764.5,7260.2,6410,2110,8080,2380,4930,8330,5180,6310,12500,5110,34000,9990,17800
7/18/2010,28946,21675,25893,33043,28085,9800,4020,7440,6060,4.1,3.3,3.7,41500,18600,23800,7882.9,6610.1,7237.3,10300,2270,6660,2080,4230,8980,4690,6490,14800,6880,23800,11700,17500
7/19/2010,29422,21894,25865,34987,29384,13600,4100,9160,6080,5.1,3.3,4.3,32700,24000,28200,7852.3,6614.4,7234.2,7630,4130,9360,3660,6510,8870,4280,6300,16000,4460,28600,15400,20500
7/20/2010,27037,18037,22801,33546,28708,14900,5240,11700,7580,6.6,4.2,5.6,32300,25900,28900,7863.8,6623.3,7231.4,10800,4330,10900,5300,7920,9110,3570,6290,22300,4230,32000,17600,24200
7/21/2010,28665,21643,25769,32790,28605,15100,7380,13000,10000,7.5,5.6,6.7,28700,26700,27900,7877.3,6791.3,7287,12100,6020,10600,7110,8680,8820,4220,6680,24100,5410,31400,18300,25000
7/22/2010,28557,21172,25237,32125,28030,15500,6350,13900,12200,8,7,7.5,27400,25100,26600,7851.7,6825.3,7305.6,13700,7300,10800,4440,8400,8880,4050,6210,24900,4710,32100,17600,24700
7/23/2010,28494,20965,24822,31816,27483,16400,5930,13600,11400,7.8,6.5,7.1,28100,24700,26800,7867.3,6750.2,7247.9,12700,4710,8730,3100,6220,8390,3960,6070,18300,4120,32300,17600,24800
7/24/2010,28349,21597,25632,32563,28557,15600,5870,11900,8720,6.8,4.9,5.8,28100,24700,26200,7884.3,6704.6,7273.8,9550,4710,9260,3430,7170,8840,4820,6400,24600,6000,33900,20500,28100
7/25/2010,32010,24063,28079,36556,30018,16900,6940,15200,10700,8.9,6.1,7.6,27900,25200,26700,8585.3,6944.6,7648.9,10600,5720,10000,5370,8400,9930,5340,7740,29300,7310,35300,18800,29300
7/26/2010,27786,18085,23397,35492,29119,16600,6340,14800,11600,8.6,6.6,7.4,26500,22500,25400,7864.4,6722.8,7306.8,10600,3830,8450,3890,6760,8540,3640,5840,23300,4990,34000,17600,27000
7/27/2010,26062,17953,22126,34091,28173,10600,6000,12400,6680,7.1,3.6,4.7,24600,20800,23500,7687.8,6847.4,7256.7,6610,2930,6370,3090,4700,6780,3250,4420,16300,4160,34500,15800,23800
7/28/2010,26431,17512,22147,33929,26388,8040,3610,7220,5630,4,3,3.4,25100,22200,23200,624,579,593,5620,2100,4800,2060,3840,5810,3160,4140,11100,4120,37100,14200,25700
7/29/2010,28416,20469,25455,30923,23143,4730,2730,6620,5370,3.6,2.9,3.1,22200,17000,20700,653,514,576,3400,1640,3840,1270,2360,6200,2820,3950,6040,3310,26600,13800,19223
7/30/2010,28000,23400,26200,34148,25728,5610,2440,5990,5310,3.2,2.9,3,20600,17000,18800,677,497,561,2700,1320,4940,1210,2480,6700,2820,4920,10600,4220,44800,14400,27081
7/31/2010,29800,22400,26900,35670,26967,6020,2820,6260,5310,3.4,2.9,3.3,21300,18000,20100,644,489,550,2780,1830,6500,2090,3730,9860,3850,6910,15900,5730,44700,14100,27000
8/1/2010,34600,21600,27300,38958,29092,5940,2680,6580,5440,3.6,2.9,3.3,21700,18000,20300,587,467,529,3240,1730,8040,5140,6350,15700,5130,8970,20100,7520,46000,12800,25300
8/2/2010,34090,24800,30169,36622,29083,10200,2990,6860,5260,3.8,2.8,3.3,28700,17500,21000,554,471,511,3410,2040,9860,4490,7090,16600,6930,10800,24400,10500,33600,15000,21400
8/3/2010,34300,24200,28400,36876,28195,10500,4350,7240,6030,4,3.3,3.6,26200,19100,21600,597,486,528,6050,1640,6880,3400,4970,14000,8420,10700,23800,12800,29800,17900,23700
8/4/2010,33200,24400,29700,37100,26300,12600,4210,7540,5800,4.2,3.1,3.6,25100,16000,19900,579,484,529,6090,1470,5890,2270,4250,14400,8870,10900,21300,12300,34300,19200,25900
8/5/2010,32800,25100,29100,36900,31400,19300,5210,9690,5820,5.4,3.1,4.3,25500,15700,21300,689,483,521,8380,2480,6720,2940,4950,14800,8570,11400,25500,12900,37900,24900,31300
8/6/2010,32100,26500,30200,36400,32200,20500,7030,11000,6050,6.2,3.3,4.9,25500,18300,23000,698,497,570,7000,2700,10700,3720,7080,13500,9010,11100,29100,12200,37500,26700,31800
8/7/2010,31600,27500,30300,37000,34000,20800,8480,11800,6040,6.7,3.3,5.1,26600,16700,22700,696,498,581,7360,2670,8440,3660,6460,13100,9200,10900,29400,12100,37400,26100,31800
8/8/2010,32500,20700,29400,37900,26900,17600,8440,10200,5340,5.8,2.9,4.3,24700,17700,21500,658,531,580,7190,2560,8260,3320,5930,13500,8490,11100,28600,10200,41000,25000,32300
8/9/2010,29918,20700,25577,41000,32100,21200,8430,13700,5840,7.9,3.2,5.2,29800,19800,25000,654,496,562,8250,2960,10400,4030,6400,13400,8200,11100,27300,10300,41400,26800,34300
8/10/2010,33600,23200,28000,42000,36800,23400,9270,14500,10300,8.4,5.8,7.1,32700,20000,29000,594,525,554,7870,3520,11000,4480,8170,13200,8270,10800,28300,10300,40600,28900,35200
8/11/2010,33100,24800,28000,41600,37700,25100,10500,16700,11900,9.8,6.8,8.2,34700,29800,32800,590,535,561,11200,5700,11900,7890,10100,13700,9630,11300,27200,13900,41000,29500,36400
8/12/2010,31400,25300,27400,42900,38900,28900,14400,19000,15500,11,9,10,38800,29400,34700,590,492,538,10313.7,4367.42,8950,3750,5870,13700,10100,12200,27200,16300,39600,30500,36500
8/13/2010,28400,22200,25600,43000,33700,17900,8530,19100,10600,11,6,7.6,34500,27700,30000,572,521,551,6345.9,2517.72,6420,2640,3760,12200,8500,9950,23500,11800,38000,20300,26800
8/14/2010,31500,28400,30400,39700,35600,15900,7770,10600,5290,6,2.8,4.7,32000,22500,26400,565,498,537,9398.6,3850.26,5220,1790,3650,11500,7880,9540,16200,8230,40600,17700,26200
8/15/2010,31700,23300,29100,39100,24700,17400,7910,8260,5240,4.6,2.8,3.5,28300,20700,24100,566,461,507,6538.6,2133.81,7930,1710,5420,12800,7460,9400,16600,6230,42300,19100,27900
8/16/2010,32200,20300,25300,41000,28300,14400,6190,8440,5020,4.7,2.7,3.7,28000,23100,25400,560,453,495,10827.1,5729.1,9430,7190,8380,12000,6180,8340,17400,5560,43300,18600,31000
8/17/2010,27800,19800,24600,42400,37900,25000,7700,14300,6990,8.3,3.8,7.2,30400,21200,26100,531,483,512,9481.5,3941.54,10000,2860,7220,13100,4620,8490,30500,6380,42100,22600,34100
8/18/2010,31300,19500,27100,41000,35200,17400,5460,13300,8910,7.6,5,6.6,27500,18800,24200,531,486,502,8220.8,2902.8,9830,2840,6180,11100,3260,6700,24400,2570,35300,13800,25700
8/19/2010,32800,22900,30900,39900,21200,14200,4800,10600,6780,6,3.7,4.9,24200,17500,21100,519,497,508,7313.7,2624.56,7720,2120,4790,7990,2980,5390,11700,2080,33400,13000,22200
8/20/2010,34200,26400,31700,38100,26100,15300,4480,9830,4930,5.5,2.6,4.2,24400,17400,21300,534,507,515,7006.3,2549.85,7290,2150,4470,8830,2520,5130,11400,2690,37800,13600,25800
8/21/2010,35800,33800,34900,40800,31400,6890,3140,7200,5840,4,3.2,3.5,23700,16600,20300,554,516,531,10287.6,3155.99,18200,2140,7340,10900,2810,5470,8980,3020,38200,11500,20800
8/22/2010,35900,25500,32600,43500,23900,6650,3080,5840,5250,3.2,2.8,2.9,22900,16500,20600,549,474,511,18231,9081.6,29600,12800,22000,15300,4130,8560,10900,3340,40800,12900,23200
8/23/2010,34500,26000,30800,41500,29000,14400,3100,7750,5350,4.3,2.9,3.4,25000,18300,22100,611,505,540,20670,13539.7,25000,14400,20300,14900,4820,9140,16200,4710,45900,16200,32000
8/24/2010,35900,26000,30800,40100,32000,18700,4500,9560,6380,5.4,3.5,4.4,36100,19700,26800,636,551,593,22648,15046.9,27300,16500,24200,12900,4980,8570,15200,5180,46200,18200,32300
8/25/2010,37900,24000,29100,42100,34900,20700,5100,11600,8670,6.6,4.8,5.5,37200,24600,33800,3390,614,1270,23124,17686,29900,23400,27700,17000,5390,10200,20300,6750,44600,17300,31100
8/26/2010,38600,21900,31000,43600,38900,21300,5340,11800,10400,6.7,5.9,6.2,39400,30200,36100,3950,2560,3020,28557,21301.8,31800,26400,28400,15500,5970,9770,19031.1,6580,42100,15800,27900
8/27/2010,37500,25600,28800,43300,40000,14800,5410,11500,10300,6.5,5.8,6.3,38800,27900,35400,4440,3950,4250,23455,17418.7,29600,25300,27000,16200,9280,11900,15200,8110,36400,16100,22300
8/28/2010,29000,20300,25900,44700,41100,20600,8170,13900,9390,8,5.3,6.3,39800,33900,36700,8910,4160,6500,22594,17750,29100,25600,27100,11500,2200,6550,14800,8130,37700,15000,23800
8/29/2010,23700,14000,17900,44800,41800,27100,14600,21000,11700,13,6.6,9,36700,29900,31900,12900,7210,11400,22813,17436,28900,25200,27200,2670,979,1590,20700,7700,38700,15900,28700
8/30/2010,21300,9670,13900,43300,38800,26700,6890,22800,14600,14,8.5,11,32400,30400,31100,13900,12100,13500,22347,17585,29000,26000,27200,1850,522,1010,22200,6200,37900,18600,26900
8/31/2010,21200,8100,12400,43900,39100,24200,7750,18800,14100,11,8.1,9.3,31700,30400,31200,13500,13000,13200,21432,17450,28100,25800,27100,1220,394,754,26700,7110,36400,19000,27300
9/1/2010,28200,8760,14100,43900,38400,22900,4670,17500,13100,10,7.5,9.2,31700,30600,31200,13600,12800,13200,11976.5,9144.9,17622,13991,15974,980,315,618,28100,5610,37500,16700,26600
9/2/2010,30800,14400,23500,43300,38900,19700,4440,15400,9640,9,5.4,7.6,31700,30100,30800,13500,13100,13300,21000,18000,27400,23200,25200,1060,433,712,29100,4800,37400,18500,28200
9/3/2010,34200,20500,28200,43300,30900,12100,3870,9640,6110,5.4,3.3,4.5,30900,21400,26500,13100,9860,11400,20400,16000,23900,18900,21900,2740,701,1380,20000,4580,41900,17600,27900
9/4/2010,35100,17400,25500,43400,34400,13600,4100,8490,5800,4.7,3.1,3.6,29900,23300,26700,9870,7050,8720,18100,16300,22400,18500,20800,7760,1920,3920,22800,6400,43700,17300,30200
9/5/2010,33600,19400,26600,47100,36800,14800,4310,9930,5740,5.6,3.1,4.2,30900,25000,27700,9500,7840,8720,17900,16300,22600,18800,21200,12400,3850,6710,37100,12000,42300,22600,35200
9/6/2010,37300,25000,29800,49000,43200,15400,6020,10900,6470,6.2,3.5,4.9,31200,27100,29300,9900,8970,9400,17200,15900,22700,20400,21600,14800,6020,9210,33600,14900,40500,26300,35100
9/7/2010,31100,25300,27900,49300,40900,15600,7660,11100,8420,6.3,4.7,5.4,30900,26100,29500,10200,9540,9900,15900,14800,22500,20600,21700,12700,6360,9600,25300,14300,39500,22400,33100
9/8/2010,32200,25400,28700,50600,46000,15700,6730,10400,8280,5.9,4.6,5.2,31200,25700,28800,10700,10100,10500,15700,13900,21700,20600,21200,12700,7370,9210,26700,12800,40500,26100,34800
9/9/2010,34500,24300,28900,50000,46800,13600,5630,9800,7210,5.5,4,4.9,31400,25100,27700,10600,10400,10500,15500,12700,21400,19600,20600,13300,6700,10000,26800,13900,40500,22000,33800
9/10/2010,34100,23800,29200,50400,47100,12000,5290,9600,6380,5.4,3.5,4.4,28900,23100,26500,10400,10200,10300,14600,11000,20400,16800,19500,14400,6800,10900,26900,14700,38400,22500,31500
9/11/2010,33700,24500,29500,50200,40500,11600,4790,8740,5290,4.9,2.8,3.8,28900,19100,23400,10400,10100,10300,13900,9430,18700,15000,17200,14300,7100,10900,26300,15100,39800,23500,31000
9/12/2010,34400,22400,28900,48100,40100,9860,4800,6670,5040,3.6,2.7,3.1,24000,18400,21200,10200,7120,8360,13600,11600,18200,16400,17300,13800,8010,10600,25400,12700,41400,25600,33400
9/13/2010,32400,23600,27000,49100,43900,11600,5540,8010,5080,4.4,2.7,3.6,27000,22100,24600,8040,7010,7450,13700,12300,18700,16500,17800,13500,8580,10600,22500,11800,43000,25100,35100
9/14/2010,34300,23700,29100,40963,35430,13400,5500,8590,5490,4.8,3,3.9,27400,23000,25300,7378.1,6680.2,6993.5,13100,11900,18100,16600,17400,15000,8980,11300,31500,14900,43300,30800,38200
9/15/2010,35300,26200,30200,41783,36659,14600,6580,10200,6040,5.8,3.3,4.8,28600,24100,26800,7682.2,6754.8,7174,13300,11500,18100,17100,17600,15500,11000,12800,29900,18100,43600,32200,38400
9/16/2010,35300,26400,30100,43279,38955,18500,8670,13800,10100,7.9,5.7,7,31200,27300,29500,7727.7,6728.2,7241.4,13000,11500,18000,16700,17400,17200,10700,13600,35200,19000,41800,33000,38000
9/17/2010,33900,26000,30100,42956,38545,20100,8860,14400,12100,8.3,6.9,7.6,31900,28700,30500,7746.3,6723.4,7240.8,11900,10500,18500,17400,18000,18200,11400,14000,33400,18600,42000,30700,37400
